Feature ID	Taxon	Confidence
6a9759f1c759dd1ce48a3f71534ab8e8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus_Soleaferrea;s__	0.976584832160095
0522aaf3b5b5ede939884e896468568f	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__uncultured;s__	0.999931180127035
5e6f9cfa4f641c5fc9f216def33aedb7	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__uncultured;s__	0.7405317462236786
0e5b60aba66be649be9103037992464b	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_7;s__	0.9761423204991261
6a0324201683dd199ca547d48e308a30	d__Eukaryota;p__Cnidaria;c__Myxozoa;o__Bivalvulida;f__Bivalvulida;g__Bivalvulida;s__	0.7912161441486678
3e11893ff03f3706fbacf9584ddc4b8b	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_Incertae_Sedis;g__Nordella;s__	0.9668920403728256
1576f985be38ef64e9193d8acf54f746	d__Eukaryota;p__Cnidaria;c__Myxozoa;o__Bivalvulida;f__Bivalvulida;g__Bivalvulida;s__	0.8885072787728475
0bc09c81db50c6bf2fcea1be313eee0a	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured;s__	0.9912448213174587
957a902e44503c701e245b2a3f070248	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9859604181002201
843635b9fe33e51823c8c84e4adddd57	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	0.9944426166202263
ffbb5ec39f3cacbe936586d91b0217e2	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	0.9999999872947286
dca92b153656486639b679ecfa559d6a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingosinicella;s__	0.8382347785454176
bf0e4bc92668f9fd711c8aa22faaf864	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae	0.9999060722101314
7c73496779c9668188a5fedef654a481	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae	0.9999996488262579
f7ce299ebd21e71b90749075fd6dd335	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__	0.8799428822091527
